review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
23f75a37effc35d9a915b4e1ad483793,2eaf8e099d871cd5c22b83b5ea8f6e0e,4,,,3/28/2018 0:00,3/30/2018 15:10
9a0abbb668bafb95a6d2b05db43284c4,d7bd0e4afdf94846eb73642b4e3e75c3,3,,,4/30/2017 0:00,5/3/2017 0:02
3948b09f7c818e2d86c9a546758b2335,e51478e7e277a83743b6f9991dbfa3fb,5,Super recomendo,"Vendedor confiável, produto ok e entrega antes do prazo.",5/23/2018 0:00,5/24/2018 3:00
9314d6f9799f5bfba510cc7bcd468c01,0dacf04c5ad59fd5a0cc1faa07c34e39,2,,"GOSTARIA DE SABER O QUE HOUVE, SEMPRE RECEBI E ESSA COMPRA AGORA ME DECPCIONOU",1/18/2018 0:00,1/20/2018 21:25
8e15a274d95600fa14f8be64e37a0e67,ff1581e08b3011021e7c7de592ddc81e,5,,,3/24/2018 0:00,3/26/2018 15:58
fdbdb2629a7cde0f66657acc92084e7f,70a752414a13d09cc1f2b437b914b28e,3,,,9/29/2017 0:00,10/2/2017 1:12
373cbeecea8286a2b66c97b1b157ec46,583174fbe37d3d5f0d6661be3aad1786,1,Não chegou meu produto ,Péssimo,8/15/2018 0:00,8/15/2018 4:10
a2ff510ca4e059c3fefc7a7866571f6f,a9953b2f0b1665ac7586cc5a6ac8f58c,4,,,10/6/2017 0:00,10/8/2017 22:36
80c70bc263881ba6525f6cee1d94ac87,ae168dfba236919411fe08f336fefa44,5,,,3/17/2018 0:00,4/4/2018 19:41
d21bbc789670eab777d27372ab9094cc,4fc44d78867142c627497b60a7e0228a,5,Ótimo,Loja nota 10,7/10/2018 0:00,7/11/2018 14:10
7bcb3c758c67f23638262c731493e848,7c9956750739a47dba7a6928ba2f0245,5,,,9/9/2017 0:00,10/17/2017 2:25
0e0190b9db53b689b285d3f3916f8441,79832b7cb59ac6f887088ffd686e1d5e,5,,obrigado pela atençao amim dispensada,12/1/2017 0:00,12/9/2017 22:58
66e4430c5bc6b7e3773886bf1c14d912,84cec4f65c7a4f2f54c294a30224a594,5,,,6/23/2017 0:00,6/27/2017 0:52
bf566b3910c328733baf7fca7d2be041,a59a15e4b6085c752d338431dc68d464,4,,,11/1/2017 0:00,11/1/2017 20:25
fe3db7c069d694bab50cc43463f91608,2ca73e2ff9e3a186ad1e1ffb9b1d9c10,5,,"A compra foi realizada facilmente.
A entrega foi efetuada muito antes do prazo dado.
O produto já começou a ser usado e até o presente,
sem problemas.",3/23/2018 0:00,4/1/2018 0:27
e07eee7ad7666276bd8b27fbd83fd1ff,68b3cbc68e4cd1fe19bec35f1d3bb7ee,5,,relógio muito bonito e barato.,3/29/2018 0:00,4/2/2018 14:19
2c5e27fc178bde7ac173c9c62c31b070,0ce9a24111d850192a933fcaab6fbad3,1,,Não gostei ! Comprei gato por lebre,12/13/2017 0:00,12/16/2017 7:14
540e7bbb2d06cfb7f85f3a88ba7ac97f,cf73e2cb1f4a9480ed70c154da3d954a,5,,,1/18/2018 0:00,1/18/2018 19:12
6a18a4001ae7fd911b3b9fb13686d105,8ba3f3a9292fbc22a8b7dff752bbcd37,5,,,7/19/2017 0:00,7/20/2017 10:38
58044bca115705a48fe0e00a21390c54,68e55ca79d04a79f20d4bfc0146f4b66,1,,"Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.",4/8/2018 0:00,4/9/2018 12:22
19a52a2297e5289ab4187d238d335982,677c865b89aa97e7dbeb4bfbb50bbcfd,5,,,8/25/2018 0:00,8/26/2018 22:02
c92cdd7dd544a01aa35137f901669cdf,37e7875cdce5a9e5b3a692971f370151,4,Muito bom.,"Recebi exatamente o que esperava. As demais encomendas de outros vendedores atrasaram, mas esta chegou no prazo.",6/7/2018 0:00,6/9/2018 18:44
c0f4c8301f8c29d6f53d239e194bb4c2,04db86e3493b3724ac4bd3c9a397e23c,5,,,9/12/2017 0:00,9/13/2017 14:33
08c9d79ec0eba1d252e3f52f14b8e6a9,e029f708df3cc108b3264558771605c6,5,Bom,"Recomendo ,",6/13/2018 0:00,6/13/2018 22:54
2170c9452c2216457b36003fe2969fbb,af32671d0b8ce510a94d9111d97371d3,5,,muito boa ,3/22/2018 0:00,3/30/2018 23:37
b193ff3c9f32a01f3a0d9ae26b94d244,e2e6ee1ed2d7f2f36b05d234983bd7a0,5,Maravilhoso!,"Tô completamente apaixonada, loja super responsável e confiável!",8/10/2018 0:00,8/11/2018 0:22
9fd59cd04b42f600df9f25e54082a8d1,3c314f50bc654f3c4e317b055681dff9,1,,Nada de chegar o meu pedido.,4/21/2017 0:00,4/23/2017 5:37
ab3056e4fb5a36df4b58c1746e4a6b8f,aad1dcbe4c9fe2e3486e5e04c6649097,2,,,5/13/2018 0:00,5/14/2018 16:29
eb26c2bfb5030f57dcef30d3f111eb1e,88096595631e8d26b658306256e3ce34,1,,,2/8/2018 0:00,2/10/2018 4:28
caf7d6d68090fedf0f47b27aff4b4eaf,c186ebe3937470a2f562a2dc0bc74dd7,5,,,12/5/2017 0:00,12/7/2017 23:34
86c5cfa7fcbde303f704b60a78ced7d6,a6456e781cb962cc3f412b04de4fed7b,5,Entrega perfeita,Muito bom. muito cheiroso.,6/13/2018 0:00,6/14/2018 17:29
6f3eb43ec2f5092cf04c8d705864a8ac,f3a9c397a2fa5a2366b4b96bc15737f6,5,,,3/11/2018 0:00,3/14/2018 0:38
3dc0777d97733a1d066f5b781e91577f,44a9994228432b835c3a4e720b6a41ab,4,,,3/29/2018 0:00,3/31/2018 0:13
e363a3c172db72d6a8b82d0726cd2ddb,1a36784e5c696071dad8a242f26b230f,5,,,1/25/2018 0:00,2/18/2018 23:03
890ec1767be8eb104877db6d68eaade5,b3271f5ebce80cbecb67c5b88487a44a,5,,"otimo vendedor chegou ate antes do prazo , adorei o produto",5/13/2017 0:00,5/14/2017 2:57
23f570a1b0db9566bee04521a0410c54,82c5edeff15e09a0460d292874766132,5,,,9/22/2017 0:00,9/23/2017 13:57
7d9ac3e98adc0c8ad579e6a2257d79f9,dfa48852c93427261c98fb2e01f33bea,5,,Processo de compra tranquilo e eficiente.,4/24/2018 0:00,4/25/2018 16:01
c41bd21983e298a240410ebb391bf075,9562b424b05978a493db2a5122ecab1f,5,,Tomara q dure pois é de pelinho.,5/19/2017 0:00,5/21/2017 3:04
e233e51d11511bf30e568c76360ace52,548df2c6e5f089574614894bca78acf5,1,,"recebi somente 1 controle Midea Split ESTILO.
Faltou Controle Remoto para Ar Condicionado Consul",1/28/2018 0:00,2/4/2018 11:06
1a74d76543e1b419b48daebee364c281,14861b02076ed7da9471988265a0104b,5,,,7/14/2018 0:00,7/16/2018 20:09
1edd1a85161468a77e5fcb165be9b294,d8e17cc85323061493b16b68a130bcff,5,Ótimo,,6/2/2018 0:00,6/2/2018 23:15
94c4db81ff5c234f53b54a15a8a41583,3fb155b4897652f5cdf1b5efff32a465,5,,,12/15/2017 0:00,12/17/2017 14:43
3d94fd645cdaacc8c9f0dc0a2a1f5166,4d483bf690ca21bdc005df9b623673c7,5,,boa,3/21/2017 0:00,3/22/2017 0:58
cb6fe4f91f83d9222b7c8e14959055e1,84226f5c73669d7711ca44aa9cac602a,3,,,5/10/2018 0:00,5/13/2018 22:51
45a523faa4defdf60118a90301b8a23e,26c4ac9998f72d4fcdca3c6e27089f1b,3,,,10/27/2017 0:00,10/27/2017 16:12
6eab2c9b7ea4975a0b0357a4c464b356,55101b36a58251926b6cbfdb540c0461,4,,,5/31/2018 0:00,6/4/2018 23:44
500c05500aa275953129f49799ee5c73,8a9424899aac432d80d8e580932b5ee9,5,MT lindo,MT lindo,7/25/2018 0:00,7/25/2018 21:37
399133d47ddc5f40df57c1ceba4e4540,603d76b730c972775ccf2a910bf23490,5,,,4/3/2018 0:00,4/3/2018 23:39
6a0969d0769d2f3ff6438809a1cc455e,32638fbca8d1a197e649fd5138e12049,5,,"Ocorreu tudo como contratado sendo a entrega realizada antes do prazo 
 Estou satisfeita
",6/2/2017 0:00,6/3/2017 13:12
8a64945e89526e68bc16383391590232,71960e6af960919256a958a3633e1040,5,,"Amei achei lindo ,muito delicado adorei",4/18/2018 0:00,4/18/2018 22:30
ca7402594d96f3231ee1bbae27da1e29,36782087b0d4f8cd6daa340872006259,5,,,2/20/2018 0:00,2/21/2018 1:40
c0dbf9a325d2a2fece43873be47191e1,b324f4270850cbba23533b9a9d3434a9,4,,"Ótima loja para parceria: rápidíssima, produtos bem embalados e de qualidade! Só o custo do frete que foi meio azedo.",4/4/2018 0:00,4/6/2018 15:43
9924ac6169f2edc95ca3394e529f9580,a3ba7fa5266d62188949da3d6ccc3884,5,,,2/27/2018 0:00,3/2/2018 8:33
e12a8d938f3092e010627d001f91d137,b3dca2e199b13ddabab4ed77d79ee9f6,5,,,6/3/2018 0:00,6/6/2018 12:41
109b5ce2dd11bb8460eff3b86da6fefc,25362fbf6aac4b01a28dee1e076acc26,5,Ótimo Produto! ,Recomendo o vendedor... ,8/17/2018 0:00,8/17/2018 21:47
6d06808638ec0701bccd70bc8d462c28,97d2f8fe76f2f253b8291e17b5383884,1,,"O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia. ",12/9/2016 0:00,12/19/2016 14:10
750d4311e8ddb6cba549ee86f06f0cca,4b32a4cdfc1b80066a8ee3a4b7a2094f,5,,"Produto entregue como solicitado, e com muita brevidade. Parabéns!
",8/9/2017 0:00,8/9/2017 12:03
951a3591f5bcc0b0c558461c9bf49d8e,801524a8fbd37484e8d8c23448f113b5,3,,,7/14/2018 0:00,7/14/2018 21:04
77ed4f94b3638d1f0b0a2dd781c11a8c,5f8772295e1adb4e4832c988d6b631b6,5,,,4/10/2018 0:00,4/12/2018 10:28
2a3eba09af2fbcd3a20580e62e7b7465,366df9c0b0d5d46f8afc476dc4ca7671,4,,,1/31/2018 0:00,2/1/2018 2:09
8b230a1373c6dc4bd867099fda1d7039,071251fe3b3493294536f03737a8a679,3,,Eu comprei duas unidades e só recebi uma e agora o que faço?,11/9/2017 0:00,11/10/2017 10:38
4a1c0e7a111f33f2be53506db4887b1a,0feb8ce954124d3e3d8338c573a9c523,5,,,8/28/2018 0:00,8/29/2018 2:00
cb2fc3e5711b5ae85e0491ee18af63ed,34e6d418f368f8079ae152bc178bc66a,3,,"Produto bom, porém o que veio para mim não condiz com a foto do anúncio.",1/31/2018 0:00,1/31/2018 23:29
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,,"Produto muito inferior, mal acabado.",7/3/2018 0:00,7/5/2018 19:03
b42460e68676135205af8b8c13baf6ae,5b2e79428198e5ce482f9ec1bd1014c3,5,,,7/29/2017 0:00,8/1/2017 18:43
505587fad6e7130f579fe9f02017ede4,64ff87188034c4f3dcd52e63db7d045f,4,,,6/14/2018 0:00,6/18/2018 22:53
c45811d9f90e22a81155b3a1e4a5c2e8,491f193fc52075598871cfe6f19976d4,5,RECOMENDO SEMPRE!!,O kit mochila patrulha canina é lindo!! Meu netinho vai amar!! Obrigada!!,6/19/2018 0:00,6/19/2018 17:44
e29ab4a671400c41322e4855de633c6a,17b296b73ebefd6213299342b09f097f,5,,Maravilha ,8/9/2017 0:00,8/11/2017 23:28
c577faa817a66c6f1492728435f53cd0,97e11582eb8cdd7b83e35a4243d81f79,5,,,1/12/2018 0:00,1/14/2018 22:44
8c6537ae1519a3c0375e4fd45438344b,a9a75c64cb5e9f7bc92e68ec13f05c45,5,,,4/6/2018 0:00,4/7/2018 3:11
34e5d18f3bb64d586812f8f1d8b53097,bf6861804f97bcf7644f603c5bcf7784,4,,,3/31/2017 0:00,4/1/2017 23:43
5733e2aeeb52b99d044a2a3644e1305d,5abb6c1ea24afdc6e26076bfaa7539cb,5,,,2/23/2018 0:00,2/23/2018 11:06
a34d2c4ace97245460e240e07db0212d,9cd3b6a2b07667e425975a219b4fc382,5,,,5/15/2018 0:00,5/20/2018 13:57
9bdb93e1339cdbc9bbfd95c5df00f82b,72b9d86fe4e984d9879013b9ecbb25db,5,,,4/24/2018 0:00,4/25/2018 20:28
0bd4dcc4f6c4621baf37f73495cad8c4,a11cd01ac67beef7e8bf09740d8a35c1,3,,Entrega no prazo,3/23/2017 0:00,3/23/2017 21:20
888f11883ff85fa5c07e6ae1192d85c4,248907ae8054cb8e93d5aa44857779b4,5,,Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório ,1/4/2018 0:00,1/5/2018 23:30
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,,Pedi reembolso e sem resposta até momento ,3/8/2018 0:00,3/8/2018 12:27
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** Recomendo,Super rápido.,5/10/2018 0:00,5/11/2018 3:08
1090909faae22e5ab76903e8493063f1,a1341cb83bbf1b47392f4a3685d56bad,1,,,3/7/2018 0:00,3/7/2018 15:32
7b2d3a4794961271f9150b21fecfeed0,2964eb001b521cc23017f1c007a6712b,5,,,4/6/2018 0:00,4/8/2018 18:42
31b63ea961f9f43c21209d729d1c78e5,46d2d651f006b9b9440d1aa37d89c894,5,,,8/17/2018 0:00,8/31/2018 3:13
4d36f8266245b00faebc520e9cd963c0,b1cc044d321053348a5e482ca7e6b2e3,2,,,3/17/2018 0:00,3/17/2018 9:29
71bc170a5ad41ee9dee95f82a17860a8,a90b081d0efa436e072d5328ecd904a4,5,,,8/3/2017 0:00,8/3/2017 23:40
c5be8de5421e658a45042d6ca6a4ff64,61665389f0cccf5ec8135e3b05efc714,5,,,12/12/2017 0:00,12/13/2017 22:58
0c8b57ea62de568f13a0e101d344977e,41bc5a3d34a8e4ef91b2e7d9500694cf,5,,,7/12/2017 0:00,7/13/2017 1:02
edfbad2944ea758725486c3bbcd04f49,9d2aa61b374fac5dd063f36fefa602e1,3,,,3/28/2018 0:00,3/31/2018 3:25
bbf6c18e7c5a88b6adcb69af3b971207,828a705e0645673b538e803ca75a29b6,5,,,10/31/2017 0:00,11/6/2017 18:43
436f71c9cc0c1aab7f51dc0cd0820516,c676e726f8a14a9527b41b9dc50ca1bc,5,,"Satisfeito
",11/22/2017 0:00,11/22/2017 14:45
a47baae36cb2d3f2d8ab6449aee69ee4,2c1f923bfda154d36f6dad2084cbde2e,4,,,12/19/2017 0:00,12/22/2017 12:43
b83bcebb69cf373474b4cc3b10eb0bcc,c5d9ec893ee95eb55c4fa513cc606582,4,,,12/13/2017 0:00,12/15/2017 14:41
97d4feff1fd7129bee6cde095b9dac2a,b4039fffc67d7a5a75a3ba881d75e402,5,,"estao de parabens... sempre chega com muiiita antecedencia..

Muito obrigada.... ",6/24/2017 0:00,6/29/2017 13:48
352609f0f2d34ce5d3b8de817ee948d5,96b947c986b42f213c9e6b8ccccedb89,3,Não recebi o produto.,,8/25/2018 0:00,8/25/2018 20:53
28f275d52ccd8b6614b71430481450fd,7ed1923ef9c8ce180035acd26a2d8eae,5,,,6/21/2018 0:00,6/21/2018 20:33
d23ac17822a812782cf7f848b2a8b38b,705402bc1d956067338873d414158d09,1,,,4/22/2018 0:00,4/26/2018 10:25
52844d80504646db0b746167070b9db0,6f0d22f1ac98ca3892d88dd39842fc3f,5,,,5/10/2018 0:00,5/11/2018 11:56
1692078634b63c7f25aa90ee746ec498,5bc4e94aef2841f392fb6fe7ceef69b6,5,OTIMO,OK RECOMENDO,5/23/2018 0:00,5/28/2018 12:48
7df70380ca80dea85f0a7f1f57fa2f87,83177602aad708cea549501386b021c6,5,,,1/30/2018 0:00,1/30/2018 18:19
ff722b4c68783a4459a3adb9bb4e1d0d,b8702f50a689621ab21ef200b55a5b8d,3,,"Produto chegou, mas meu PC não conseguiu reconhecer as portas USB.",1/16/2018 0:00,1/18/2018 23:25
8055e963f26f70c406ca517b2c2848e6,9218ec94cd0d96e4c3e6b8c1504aa8dc,5,,"Produto de muito boa qualidade, chegou antes do prazo prometido",12/17/2017 0:00,12/19/2017 17:31
7404a400814a04b9776eb50e1ef725d8,a14f7f38d99c7aba5db1566db11660a2,5,,,10/24/2017 0:00,10/25/2017 10:02
c2babb5fd0e3e13707274820a7227d25,0193a99edc8c599aaa16f9b9e991efb8,5,,,8/2/2018 0:00,8/3/2018 4:55
e128c3709dfb7fe87f162f7b34d1cc92,f04e5abb2044dbb28bbdd9aa470e4e8a,5,,,3/16/2018 0:00,3/17/2018 2:34
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,,"Este foi o pedido
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)
Vendido e entregue targaryen
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG",1/4/2018 0:00,1/10/2018 9:52
41926e45719f9b923357ea3bb222195f,1601df22ba2f78168443e6f729e74868,5,,"Entrega muito rápida
Parabéns",8/29/2017 0:00,8/29/2017 21:06
2dfefb93bf83b269520fd5b13c917c31,394dd790418f78501396d1a2912d74ff,5,,,10/26/2017 0:00,10/26/2017 23:46
f195f1c82cc4be5839a1a3a2babf3a50,bcaff5892a4def087ea5036d6b89b9db,5,,,1/10/2018 0:00,1/17/2018 21:43
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,11/7/2017 0:00,11/8/2017 21:54
ba3e82857e13ba647e843f5a4ade76c1,ebcb12dc163784a4dad2cddb8feb64aa,4,,,6/26/2018 0:00,6/26/2018 19:47
c5d83c2523ef15209c8faf5133a7bafb,7eba0b6b5cb480d65416e26e2528d250,4,,"Estava faltando apenas um produto, eu recebi hoje , muito obrigada!
Tudo certo!

Att 

Elenice.",12/16/2017 0:00,12/19/2017 23:21
5b713e49352337557efe509b2e801183,93e87829bab4127b8692f52a73df4284,1,,,11/23/2017 0:00,11/23/2017 10:32
4e18511741b7ba8896f192fae5858e0a,e7ec2ee871d40f0b32fb471cb07ad239,4,,,7/13/2018 0:00,7/16/2018 1:34
ba7e2a294a1c84d89bb8346d5343b74e,2ec63bd84c4e873ee8bf8786f4942673,5,,,7/27/2017 0:00,7/27/2017 23:51
ad0fb518df54cbb079834b68141941ee,cd2457140ff84327d7d7030053b80fce,4,,,8/10/2018 0:00,8/14/2018 23:35
deb68e90fe56fe23b61f76e429516f26,9d7ab082d6d8a4b069683e5a77db1261,5,,,9/14/2017 0:00,9/15/2017 11:40
766fc608e4f2683020fb0a121d9db23e,77fc7da5ef4df2c48276ae832072dcf1,5,,"A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo .",1/10/2018 0:00,1/11/2018 7:47
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,,Demorou de mais pra entrega ,12/17/2017 0:00,12/17/2017 12:14
e9cb7f668e6443a90158f7f9c90ab0f5,b98e145c0cd94f225072aa0e619d5d8f,5,,,12/27/2017 0:00,1/1/2018 18:45
83414f98136ce687f7eb69e555b2519c,36e05888e17fa68e55b13477d9b53d3e,5,,super rapido a entrega .... chegou antes da data... ,10/24/2017 0:00,10/25/2017 19:36
46d8249ea59101c7288936c3e6f155d7,f25ddb6cd62d720a5d91fff80467930a,3,Entrega atrasou,A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. ,1/20/2018 0:00,5/15/2018 0:45
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,Não funciona não faz sincronismo,9/17/2017 0:00,9/18/2017 23:39
2685a4800004a12ec09d27264ff1915f,5c973d2b4652e1dec15353b59339f3b4,5,,Recomendo a todos os clientes,10/22/2016 0:00,10/26/2016 17:47
0dc56be1dabd04c994a0fce5478bb16d,f4c47c5163aecbdc7ce04fa55857b332,4,,,10/10/2017 0:00,10/11/2017 14:23
c422274e50e900b46fee429016c5458d,950bb159eea525ff8947b92c93b02f8e,3,,Gostei ,9/24/2017 0:00,9/25/2017 14:09
369d4e59eab6f38a28c5033120180bdd,36d5bd2a92fd8d42046d3fd105357dba,5,,,6/22/2017 0:00,6/22/2017 23:36
5a27bebda2d497ab1fbc6f425abdc6b8,824ed066dde5116b8bcf4d75381e056d,5,,,4/12/2018 0:00,4/13/2018 11:56
a95d9b8de163612abddc0a2aae1131d5,140d9953eb16589e277967bbfcdf7ac5,3,,,8/26/2018 0:00,8/28/2018 15:04
4ada105731802020d66105508076cb49,6f393015477564624446a2b4c948c0f0,3,,,2/1/2018 0:00,2/1/2018 6:26
0d4821be98f78d25e14f37ac9d320a84,cc3db854dd878770935397762ee0e1ce,5,,,4/5/2018 0:00,4/5/2018 23:19
0ea6bcf44daa35a34247b889d2d21c9e,3284a74080329a1d90714bf77280db30,5,,,3/9/2018 0:00,3/11/2018 15:27
3f6d9482c57cdb5fc7012f7b9b5ed4c5,2a3251c95a3d5c57ed230021faa588a0,5,,OTIMA,4/19/2018 0:00,4/22/2018 12:25
a55012f5c7e74353e92986be15d133b6,54b73f808b0ff25da4276773c30ac269,5,,"Gostei muito do jogo de banho.A estampa florida, o bordado, tudo muito bonito. Ótimo produto.",6/3/2017 0:00,6/4/2017 2:22
8e42039f9508e0fb21b61262ba2ce672,bea1d77e861b4f44276f02d599d25705,4,,,5/30/2017 0:00,5/31/2017 14:13
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",8/22/2017 0:00,8/22/2017 23:45
d95ffc47f9741048c6872cb8d3ed0e8b,f41ef35b2b93249c5239c5df242e8b28,5,,,5/16/2018 0:00,5/16/2018 23:16
072aa82842434b050889c89a33c699a7,f1367a0a8fa445363c4e6d5a529db4a5,3,,,11/15/2017 0:00,11/16/2017 8:47
b47ad9b11251939a7f684c19cf317830,54489dc43b208728294699a03e704d91,4,,,8/18/2017 0:00,8/21/2017 14:30
ef8ae544c432bb1053ba5990bd0d6227,e18ebd6286697a3f0f6fe267d8286cb2,1,,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE ,1/12/2018 0:00,1/13/2018 0:28
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",4/5/2018 0:00,4/6/2018 11:06
3f73914ab5fc1cd68ad6757c93644349,3144812170fbb0c3b71bbd757609f605,5,,Sempre compro na lannister.Pra mim é a melhor loja on-line,3/14/2018 0:00,3/17/2018 10:26
e2fd85e5df711bd91e6e96e13c741843,c9645496b715730a1a5d07eb97a6bf6b,5,,Produto de qualidade excelente,1/31/2017 0:00,2/1/2017 16:56
076e5ceb849c9ddf05cfb30bf223febb,30eb68f1adec947261593a874308f991,5,,,11/2/2017 0:00,11/2/2017 15:30
c3dc53293222872c90de63a9dc56902e,617b248faca8fe758da0640030f82f00,1,,,6/22/2018 0:00,6/22/2018 20:59
1f5f1df7e359907eaadcb67e73590c10,7958f96c87dcc4edd752ef1a39e75cd9,5,,,4/28/2018 0:00,4/29/2018 12:38
0f47555e4df6f6e31bb40c6ff7fb6fac,f81ed3e1a19bd4246ee3e90b01359eb0,2,,,10/2/2017 0:00,10/4/2017 23:54
033fb23c97ecb11c0548f4763bef5773,0b8c6aefe987f59ab3cea15927aedc8e,5,,,12/29/2017 0:00,12/29/2017 19:51
f7a4aac5a45a3653a0cb7a9c190a6332,7175aabb77705c82c70d16055bd2a380,4,,,12/20/2017 0:00,12/22/2017 21:00
42ae74a43661be8587b2e2db054179db,0a187dd7f4efe70e8c3b6e3779b3b133,5,,Ótimo custo-benefício,9/14/2017 0:00,9/15/2017 14:15
d8f61c7fcd172785563a65cd65a8cea8,cf34fe44babb9fd001a001acfa43cabf,5,,OK,11/19/2017 0:00,11/22/2017 19:34
4d89dd30fcb3374bb3634e0850bb3ee6,7fd8bee2cb90a93904966af3fa39ff3a,5,,,12/2/2017 0:00,12/3/2017 1:31
1f83ac8151dd375e41ab519523ade3b1,e08878ad70acad81d0e90f59e56ce9a6,3,,,12/13/2017 0:00,12/17/2017 18:47
79927442ebcbf70b2021e1339bb9a51b,1c8898140458c37fbbf0be37d47193b9,5,muito boa,Gostei da atenção com a entrega,4/27/2018 0:00,4/30/2018 8:04
ecb87d3794a6b2a32e6d9ebee0b8dee5,b1b42afa1e73f34f90872f5f1ec48391,5,,,8/4/2018 0:00,8/7/2018 18:50
77a5eb7708ea47c9dd27b268ab56b633,8883dd20e652369652c1abd7a411788f,5,,,8/21/2018 0:00,8/22/2018 10:55
14613df954694f243dedeaa2c8a3a5c2,1e91914c9706a5d4665b8c5a6294b107,4,4," Se fosse vidro tinha quebrado; veio na caixa sem nenhuma proteção por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs
.",5/15/2018 0:00,5/16/2018 23:41
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,Médio,A peça não serviu,5/11/2018 0:00,5/14/2018 14:08
